name,developer,price
Guild Wars Nightfall,ArenaNetÂ®,2999
Guild Wars: Game of the Year,ArenaNetÂ®,1999
Guild Wars: Factions,The Unknown Entity,0
Guild Wars: Trilogy,The Unknown Entity,0
Guild Wars: Nightfall,The Unknown Entity,0
Guild Wars: Eye of the North,The Unknown Entity,0
Caster,ArenaNetÂ®,1999
Dark Sector,Elecorn,199
Wallace & Gromitâ€™s Grand Adventures,Digital Extremes,999
Tales of Monkey Island: Complete Season,Telltale,1499
Sam & Max 301: The Penal Zone,Telltale,1499
Sam & Max 302: The Tomb of Sammun-Mak,Telltale Games,999
Sam & Max 303: They Stole Max's Brain!,Telltale Games,999
Sam & Max 304: Beyond the Alley of the Dolls,Telltale Games,999
Sam & Max 305: The City That Dares Not Sleep,Telltale Games,999
Puzzle Agent,Telltale Games,999
Tunnel Rats,Telltale,499
Iron Grip: Warlord,Replay Studios,1999
Nancy Drew: Danger by Design,ISOTX,0
Nancy Drew: Last Train to Blue Moon Canyon,HeR Interactive,699
Nancy Drew: The Haunted Carousel,HeR Interactive,699
Nancy Drew: Curse of Blackmoor Manor,HeR Interactive,699
Nancy Drew: Danger on Deception Island,HeR Interactive,699
Nancy Drew: Ghost Dogs of Moon Lake,HeR Interactive,699
Nancy Drew: Legend of the Crystal Skull,HeR Interactive,699
"Nancy Drew Dossier: Lights, Camera, Curses!",HeR Interactive,699
Nancy Drew: Secret of the Old Clock,HeR Interactive,699
Nancy Drew: Secret of the Scarlet Hand,HeR Interactive,699
Nancy Drew: The Creature of Kapu Cave,HeR Interactive,699
Nancy Drew: The Haunting of Castle Malloy,HeR Interactive,699
Nancy Drew: The Phantom of Venice,HeR Interactive,699
Nancy Drew: The White Wolf of Icicle Creek,HeR Interactive,699
Raycatcher,HeR Interactive,699
LUXOR: Mah Jong,"Thinking Studios, Slam Dunk Studios",499
Chainz 2: Relinked,MumboJumbo,999
Midnight Mysteries,MumboJumbo,999
Everyday Genius: SquareLogic,MumboJumbo,999
Zombie Bowl-o-Rama,TrueThought,499
Metal Drift,MumboJumbo,999
Indiana Jones and the Last Crusade,Black Jacket Studios,999
LEGO Indiana Jones: The Original Adventures,LucasArts,599
LOOM,Traveller's Tales,1999
STAR WARS Starfighter,LucasArts,599
The Secret of Monkey Island: Special Edition,LucasArts,599
STAR WARS - Knights of the Old Republic,LucasArts,999
STAR WARS Jedi Knight: Dark Forces II,"BioWare, Aspyr (Mac)",999
STAR WARS Jedi Knight - Mysteries of the Sith,LucasArts,599
STAR WARS - Dark Forces,LucasArts,299
Lucidity,LucasArts,599
STAR WARS: The Clone Wars - Republic Heroes,LucasArts,599
STAR WARS - The Force Unleashed Ultimate Sith Edition,Krome Studios,1999
LEGO Star Wars - The Complete Saga,LucasArts,1999
LEGO Indiana Jones 2: The Adventure Continues,Traveller's Tales,1999
Monkey Island 2 Special Edition: LeChuckâ€™s Revenge,Traveller's Tales,1999
STAR WARS Empire at War - Gold Pack,LucasArts,999
STAR WARS: The Force Unleashed II,Petroglyph,1999
LEGO Star Wars III - The Clone Wars,Aspyr Studios,1999
Delta Force Xtreme 2,Traveller's Tales,1999
Delta Force,NovaLogic,1999
Delta Force 2,NovaLogic,499
Delta Force Land Warrior,NovaLogic,499
Delta Force: Task Force Dagger,NovaLogic,999
Delta Force: Xtreme,NovaLogic,999
Delta Force: Black Hawk Down,NovaLogic,1999
Delta Force â€” Black Hawk Down: Team Sabre,NovaLogic,1499
Armored Fist 3,Ritual Entertainment,999
F-16 Multirole Fighter,NovaLogic,999
F-22 Lightning 3,NovaLogic,999
MiG-29 Fulcrum,NovaLogic,999
Comanche 4,NovaLogic,999
Tachyon: The Fringe,NovaLogic,999
Joint Operations: Combined Arms Gold,NovaLogic,999
Restaurant Empire II,NovaLogic,1999
Alien Shooter,Enlight Software Limited,1999
Alien Shooter: Revisited,Sigma Team Inc.,499
Alien Shooter 2: Reloaded,Sigma Team Inc.,499
Zombie Shooter,Sigma Team Inc.,499
Zombie Shooter 2,Sigma Team Inc.,499
Tom Clancy's Splinter Cell Conviction,Sigma Team Inc.,999
Tom Clancy's Splinter Cell Conviction Deluxe Edition,Ubisoft Montreal,1999
Assassin's Creed 2,Ubisoft Montreal,1999
Prince of Persia: The Forgotten Sands,Ubisoft Montreal,1999
ZeitÂ²,Ubisoft Montreal,999
From Dust,Brightside Games,999
Tropico Reloaded,Ubisoft Montpellier,1499
Dawn of Magic 2,"PopTop Software, BreakAway Games, Frog City Software",699
Time of Shadows,The Unknown Entity,0
Patrician III,"SkyFallen Entertainment, 1C Company, 1C-SoftClub",999
The Great Art Race,Ascaron Entertainment ltd.,499
Broken Sword 2 - the Smoking Mirror: Remastered,Ascaron Entertainment ltd.,499
Broken Sword 3 - the Sleeping Dragon,Revolution Software Ltd,599
Crash Time 3,Revolution Software Ltd,599
Puzzler World,Synetic,599
Ziro,Ideas Pad,499
Disciples III - Renaissance Steam Special Edition,Kokakiki,499
eversion,"Akella, .dat",999
Paws and Claws: Pampered Pets,Zaratustra Productions,499
Paws and Claws: Pet School,dtp â€“ young entertainment Gmbh &amp; Co. KG,699
Paws and Claws: Pet Vet,dtp â€“ young entertainment Gmbh &amp; Co. KG,699
18 Wheels of Steel: Extreme Trucker,dtp â€“ young entertainment Gmbh &amp; Co. KG,699
Prison Tycoon 4: SuperMax,The Unknown Entity,999
The Search for Amelia Earhart,The Unknown Entity,0
Drakensang: The River of Time,Bamtang,699
Elizabeth Find M.D. - Diagnosis Mystery - Season 2,DTP,1999
Arma 2,"Gunnar Games, Inc.",1999
Arma 2: Operation Arrowhead,Bohemia Interactive,1299
Fish Fillets 2,Bohemia Interactive,1999
Pound of Ground,Altar Games,499
Alternativa,Centauri Production,999
Total War: NAPOLEON â€“ Definitive Edition,Centauri Production,1299
Sonic & SEGA All-Stars Racing,"CREATIVE ASSEMBLY, Feral Interactive (Mac)",2499
SEGA Mega Drive and Genesis Classics,Sumo Digital,999
Comix Zone,D3T Limited,3034
Crack Down,SEGA,99
Ecco the Dolphin,SEGA,99
Gain Ground,SEGA,99
Golden Axe,SEGA,99
Shinobi III: Return of the Ninja Master,SEGA,99
Sonic 3D Blast,SEGA,99
Space Harrier II,SEGA,499
VectorMan,SEGA,99
Altered Beast,SEGA,99
Shadow Dancer,SEGA,99
Alex Kidd in the Enchanted Castle,SEGA,99
Bonanza Bros.,SEGA,99
Columns,SEGA,99
Dr. Robotnikâ€™s Mean Bean Machine,SEGA,99
Ecco Jr.,SEGA,499
Eternal Champions,SEGA,99
Fatal Labyrinth,SEGA,99
Galaxy Force II,SEGA,99
Kid Chameleon,SEGA,99
Ristar,SEGA,99
Sonic Spinball,SEGA,99
Super Thunder Blade,SEGA,499
Alien Storm,SEGA,99
Bio-Hazard Battle,SEGA,99
Columns III,SEGA,99
Decap Attack,SEGA,99
Ecco: The Tides of Time,SEGA,99
Death to Spies: Moment of Truth,SEGA,99
XIII Century â€“ Gold Edition,Haggard Games,699
Light of Altair,Unicorn Games Studio,499
Order of War,SaintXi,1499
Massive Assault,Wargaming.net,799
Massive Assault: Phantom Renaissance,Wargaming.net,999
Chronicles of Mystery: The Scorpio Ritual,Wargaming.net,999
Project Freedom,City Interactive S.A.,499
Combat Wings: Battle of Britain,City Interactive,299
Sniper: Ghost Warrior,City Interactive,499
Sniper: Ghost Warrior 2,City Interactive,799
Bad Rats: the Rats' Revenge,City Interactive,999
Razor2: Hidden Skies,Invent4 Entertainment,54
Mini Ninjas,Invent4 Entertainment,999
Championship Manager 2010,IO Interactive,999
Flora's Fruit Farm,The Unknown Entity,0
Lara Croft and the Guardian of Light,Honeyslug,399
Batman: Arkham Asylum Game of the Year Edition,Crystal Dynamics,999
Warfare,Rocksteady Studios,1999
Clutch,GFI Russia,1299
Insane 2,Targem Games,999
Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Targem Games,1499
The Ball,Tripwire Interactive,999
Dwarfs!?,Teotl Studios,999
Big Brain Wolf,Power of 2,999
Trine Enchanted Edition,Frima,499
Trine 2: Complete Story,Frozenbyte,1499
BRAINPIPE: A Plunge to Unhumanity,Frozenbyte,499
Foreign Legion: Buckets of Blood,Digital Eel,0
Tradewinds Caravans + Odyssey Pack,Sakari Games,399
Westward Collection,Sandlot Games,0
Angle of Attack,Sandlot Games,0
All Aspect Warfare,3000AD,999
The Void,3000AD,999
Ninja Blade,Ice-Pick Lodge,999
Chocolatier: Decadence by Design,FromSoftware,999
Cooking Dash,"Big Splash Games, LLC",999
Diaper Dash,Aliasworlds Entertainment,999
Diner Dash: Hometown Hero,Zemnott,999
Emerald City Confidential,PlayFirst,999
Wedding Dash 2: Rings Around the World,Wadjet Eye Games,999
Zenerchi,Sarbakan,999
DinerTown Tycoon,Red Rocket Games,999
DinerTown Detective Agency,PlayFirst,999
The Nightshift Code,Absolutist Ltd.,699
Nightshift Legacy: The Jaguar's Eye,PlayFirst,699
Fitness Dash,PlayFirst,699
Mahjong Roadshow,Sarbakan,699
TriJinx: A Kristine Kross Mystery,PlayFirst,699
Valerie Porter and the Scarlet Scandal,PlayFirst,699
Gemini Lost,PlayFirst,699
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",PlayFirst,699
Magnetis ,Size Five Games,499
Windosill,Yullaby,199
Quantz,Vectorpark,299
Jewel Quest Pack,Gamerizon,999
Mahjong Quest Collection,iWin,1999
Coconut Queen,iWin,999
Build-A-Lot,iWin,999
Build-A-Lot 2: Town of the Year,Hip Soft,999
Build-A-Lot 3: Passport to Europe,Hip Soft,999
Build-A-Lot 4: Power Source,Hip Soft,999
Farm Frenzy,Hip Soft,999
Farm Frenzy 2,Alawar,499
Farm Frenzy: Pizza Party,Alawar,499
Farm Frenzy 3,Alawar,499
Farm Frenzy 3: American Pie,Alawar,999
Cradle of Rome,Alawar,999
Cradle of Persia,Awem Studio,999
Romance of Rome,Awem Studio,999
Roogoo,Awem Studio,999
Hotel Giant 2,Spidermonk Entertainment,299
Fallout: A Post Nuclear Role Playing Game,"Enlight Software Limited, PerspectX",799
Fallout 2: A Post Nuclear Role Playing Game,Interplay Inc.,999
Fallout Tactics: Brotherhood of Steel,Black Isle Studios,999
Kingpin â€” Life of Crime,14Â° East,999
Sacrifice,Xatrix Entertainment,999
MDK,Shiny Entertainment,999
MDK 2,Shiny Entertainment,999
Earthworm Jim ,BioWare Corporation,999
Earthworm Jim 2,Interplay Inc.,0
Faerie Solitaire,Shiny Entertainment,1999
Toki Tori,Subsoap,1499
RUSH,Two Tribes,499
EDGE,Two Tribes,99
Moonbase Alpha,Two Tribes,699
SEASON OF MYSTERY: The Cherry Blossom Murders,"Virtual Heroes, Army Game Studio",0
RIFT,SQUARE ENIX,499
FINAL FANTASY VII,gamigo US Inc.,0
FINAL FANTASY VIII,Square Enix,1199
Dungeon Siege III,Square Enix,1199
Dungeon Siege,Obsidian Entertainment,1499
Dungeon Siege II,Gas Powered Games,699
FINAL FANTASY XIV Online,Gas Powered Games,699
Freeze Tag Fun Pack #1,Square Enix,1999
Freeze Tag Fun Pack #2,"Freeze Tag Inc., Joju Games, Linksolutions Ltd., Dekovir Entertainment",1999
Gothic 3,"Freeze Tag Inc., iQ212",1999
Gothic II: Gold Edition,Piranha Bytes,999
The Guild Gold Edition,Piranha Bytes,999
Painkiller: Black Edition,4HEAD Studios,999
SpellForce - Platinum Edition,People Can Fly,999
SpellForce 2 - Anniversary Edition,Phenomic,999
Painkiller: Resurrection,"Phenomic, THQ Nordic",1499
AquaNox,Homegrown Games,999
AquaNox 2: Revelation,THQ Nordic,499
The Guild II,THQ Nordic,499
The Guild II - Pirates of the European Seas,4HEAD Studios,999
Chaser,4HEAD Studios,999
The Guild II Renaissance,Cauldron,499
ArcaniA,Rune Forge,999
Nation Red,Spellbound,1499
Coniclysm,DiezelPower,199
Supreme Commander 2,ZoopTEK,499
ItzaBitza,Gas Powered Games,1299
ItzaZoo,Sabi Games,999
Risen,Sabi Games,999
Rush for Berlin Gold,Piranha Bytes,999
Secret Files: Tunguska,Stormregion,499
Secret Files 2: Puritas Cordis,Animation Arts,999
Lost Horizon,Animation Arts,999
Emergency 2012,Animation Arts,999
nail'd,Quadriga Games,0
Risen 2: Dark Waters,Techland,499
AI War: Fleet Command,Piranha Bytes,999
Tidalis,"Arcen Games, LLC",999
Sacraboar,"Arcen Games, LLC",499
Machinarium,Makivision Games,299
Samorost 2,Amanita Design,499
Super Meat Boy,Amanita Design,499
The Misadventures of P.B. Winterbottom,Team Meat,1499
Stronghold HD,The Odd Gentlemen,499
Stronghold 2: Steam Edition,FireFly Studios,599
Stronghold Crusader HD,FireFly Studios,1499
Stronghold Legends: Steam Edition,FireFly Studios,999
Mafia,FireFly Studios,1499
Serious Sam HD: The First Encounter,Illusion Softworks,1499
Serious Sam HD: The Second Encounter,Croteam,1499
Serious Sam Classic: The First Encounter,Croteam,1999
Serious Sam Classic: The Second Encounter,Croteam,599
Serious Sam 3: BFE,Croteam,599
Hammerfight,Croteam,3999
Altitude,Konstantin Koshutin,0
Doom Rails,Nimbly Games,0
Torchlight,"Dream Forge Entertainment, LLC",299
Earthworm Jim 3D,Runic Games,1499
Tommy Tronic,VIS Interactive,1999
Death and the Fly,Oasis Games,999
S.T.A.L.K.E.R.: Call of Pripyat,Independent Programmist Group,999
Ion Assault,GSC Game World,1999
Cargo! The Quest for Gravity,Coreplay,999
Gratuitous Space Battles,Ice-Pick Lodge,999
The Bard's Tale,Positech Games,1499
Trino,inXile Entertainment,1999
Lead and Gold: Gangs of the Wild West,Trinoteam,499
Hamilton's Great Adventure,Fatshark,999
Hamilton's Great Adventure - Retro Fever DLC,Fatshark,999
Krater,Fatshark,99
Nancy Drew Dossier: Resorting to Danger!,Fatshark,1499
Nancy Drew: Secrets Can Kill REMASTERED,HeR Interactive,699
Nancy Drew: The Captive Curse,HeR Interactive,699
Nancy Drew: Trail of the Twister,HeR Interactive,699
DogFighter,HeR Interactive,699
Singularity,Dark Water Studios Ltd,99
Call of Duty: Black Ops,Raven Software,2999
For The Glory: A Europa Universalis Game,Treyarch,3999
Arsenal of Democracy: A Hearts of Iron Game,Crystal Empire Games,999
Sword of the Stars: Complete Collection,BL-Logic,999
Hearts of Iron III: Semper Fi,Kerberos Productions Inc.,249
Magicka,Paradox Development Studio,499
The Kings' Crusade,Arrowhead Game Studios,999
Elven Legacy: Magic,NeoCoreGames,999
Elven Legacy: Siege,1C:InoCo,199
Elven Legacy: Ranger,1C:InoCo,199
Victoria II,1C:InoCo,199
Victoria I Complete,Paradox Development Studio,1999
Sword of the Stars II: Enhanced Edition,Paradox Development Studio,999
Front Mission Evolved,Kerberos Productions,1999
World of Zoo,Double Helix Games,999
The Haunted: Hells Reach,Blue Fang,1499
M.U.D. TV,KTX Software,899
Nancy Drew: Warnings at Waverly Academy,Realmforge Studios,999
Super Laser  Racer,HeR Interactive,699
GTR - FIA GT Racing Game,New Star Games Ltd,499
RACE Injection,SimBin Studios AB,699
GT Legends,SimBin Studios AB,1299
Sol Survivor,SimBin Studios AB,799
Secret of the Magic Crystals,Cadenza Interactive,999
Defense of the Oasis,Artery Games,499
Wings of Prey,Mind Control Software,499
Fortix,Gaijin Entertainment Corporation,999
Ignite,Nemesys Games,99
Land It!,Nemesys Games,999
Fortix 2,Nemesys Games,999
Devil May Cry 4,Nemesys Games,199
Dark Void,Capcom,1999
Lost Planet: Extreme Condition Colonies Edition,Airtight Games,999
Dark Void Zero,"CAPCOM CO., LTD.",0
Dead Rising 2,Other Ocean Interactive,499
Lost Planet 2,Capcom Vancouver,1999
Ultra Street Fighter IV,"CAPCOM CO., LTD.",0
Dead Rising 2: Off the Record,Capcom,1499
Bob Came in Pieces,Capcom Vancouver,1999
A.I.M. Racing,Ludosity,499
NecroVisioN: Lost Company,SkyRiver Studios,299
Star Wolves 3: Civil War,The Farm 51,699
Star Wolves,Elite Games Team,499
Star Wolves 2,X-Bow Software,399
Theatre of War,X-Bow Software,399
Theatre of War 2: Africa 1943,1C Entertainment,399
Real Warfare 1242,1C Entertainment,499
Theatre of War 2: Kursk 1943,Unicorn Games Studio,399
Rig n Roll,1C Entertainment,499
Reign: Conflict of Nations,SoftLab-NSK,499
Greed: Black Border,Lesta Studio,399
Avencast: Rise of the Mage,"Headup Games, Clockstone",499
Future Wars,ClockStone Studios,499
Grotesque Tactics: Evil Heroes,Radon Labs,499
Scratches - Director's Cut,Silent Dreams,999
Still Life,Nucleosys,0
Still Life 2,Microids,79
Syberia,Microids,79
Syberia II,Microids,194
Wasteland Angel,Microids,194
Trapped Dead,"Octane Games, Meridian4",499
Post Mortem,Headup Games / Crenetic,499
Robin Hood: The Legend of Sherwood,MC2,79
Grotesque Tactics 2 â€“ Dungeons and Donuts,Spellbound,79
Swarm Arena,Silent Dreams,999
Ironclads: American Civil War,Dedication Games,199
Ironclads: High Seas,Totem Games,999
Dimensity,Totem Games,999
Hazen: The Dark Whispers,Dagger Games,999
World Basketball Manager 2010,Dagger Games,999
Dark Fall: Lost Souls,Icehole Games,299
Ironclads: Schleswig War 1864,Darkling Room,1299
Making History II: The War of the World,Totem Games,999
Armada 2526,Muzzy Lane Software,1499
Ironclads: Anglo Russian War 1866,Ntronium Games,1499
Ironclads: Chincha Islands War 1866,Totem games,999
Zombie Pirates,Totem Games,999
Escape From Paradise ,Dust Devil Studios Inc.,1499
Escape From Paradise 2,Gogii,999
Book of Legends,Gogiii,999
Stronghold 3 Gold,Gogii,999
Stronghold Kingdoms,FireFly Studios,2999
Dragon Age: Origins Awakening,FireFly Studios,0
Dead Space 2,BioWare,399
Medal of Honor,Visceral Games,499
Dragon Age: Origins - Ultimate Edition,Electronic Arts,499
Need For Speed: Hot Pursuit,BioWare,749
Battlefield: Bad Company 2 Vietnam,Criterion Games,0
The Sims 3,DICE,374
Shift 2 Unleashed,The Sims Studio,1999
LIMBO,Slightly Mad Studios,0
Silent Hunter 5: Battle of the Atlantic,Playdead,999
Voodoo Dice,Ubisoft Romania,999
Assassinâ€™s Creed Brotherhood,Exkee,499
Might & Magic: Heroes VI,Ubisoft Montreal,1999
Anno 2070,Blackhole,1999
Mount & Blade: Warband,"Blue Byte, Related Designs",1999
Mount & Blade: With Fire & Sword,TaleWorlds Entertainment,1999
Ship Simulator Extremes,TaleWorlds Entertainment,999
Saira,VStep,1999
Greed Corp,Nicklas Nygren,0
Hotel Dash Suite Success,Vanguard Games,999
Commander: Conquest of the Americas,PlayFirst,699
Woody Two-Legs: Attack of the Zombie Pirates,Nitro Games,999
Pirates of Black Cove,Nitro Games,499
Borderlands 2,Nitro Games,999
Aliens: Colonial Marines Collection,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)",1999
Beat Hazard,Gearbox Software,2999
Flight of the Icarus,Cold Beam Games,999
CreaVures,Muse Games,499
Plain Sight,Muse Games,499
Nimbus,Beatnik Games,499
Mafia II (Classic),Noumenon Games,999
Spec Ops: The Line,2K Czech,2999
Burn Zombie Burn!,YAGER,2999
Darksiders,doublesix,999
Max and the Magic Marker,Vigil Games,399
Professor Fizzwizzle and the Molten Mystery,Press Play,0
Hidden Expedition: Amazon,Big Fish Games,699
Hidden Expedition: Everest,Big Fish Games,999
Hidden Expedition: Titanic,Big Fish Games,999
Mystery Case Files: Huntsville,Big Fish Games,999
Mystery Case Files: Madame Fate,Big Fish Games,999
Mystery Case Files: Prime Suspects,Big Fish Games,699
Mystery Case Files: Ravenhearst,Big Fish Games,699
Mystery Case Files: Return to Ravenhearst,Big Fish Games,999
My Tribe,Big Fish Games,999
Unwell Mel,Big Fish Games,999
Atlantis Sky Patrol,Big Fish Games,699
Drawn: The Painted Tower,Big Fish Games,999
Flotilla,Big Fish Studios,999
Air Forte,Blendo Games,999
Atom Zombie Smasher,Blendo Games,999
Homefront,Blendo Games,999
Red Faction: Armageddon,"Kaos Studios, Digital Extremes",1999
MX vs. ATV Reflex,Volition,1999
"Warhammer 40,000: Space Marine - Anniversary Edition","Double Helix Games, Rainbow Studios, THQ Nordic",1999
Saints Row: The Third,Relic Entertainment,5999
"Warhammer 40,000: Dawn of War II: Retribution",Volition,999
Dawn of War II: Retribution â€“ The Last Stand,"Relic Entertainment, Feral Interactive (Mac/Linux)",2999
NyxQuest: Kindred Spirits,"Relic Entertainment, Feral Interactive (Mac/Linux)",999
Puzzle Dimension,Over the Top Games,299
Amnesia: The Dark Descent,Doctor Entertainment AB,299
Patrician IV,Frictional Games,399
Broken Sword: Director's Cut,Gaming Minds Studios,1499
Dungeons,Revolution Software Ltd,599
The First Templar - Steam Special Edition,Realmforge Studios,999
Tropico 4,Haemimont Games,999
Who's That Flying?!,Haemimont Games,1499
Jagged Alliance - Back in Action,Mediatonic,599
Doc Clock: The Toasted Sandwich of Time,"Coreplay GmbH, Bigmoon Studios",1999
Duke Nukem Forever,Stickmen Studios,499
Jolly Rover,Gearbox Software,1999
MacGuffin's Curse,Brawsome,999
Turba,Brawsome,999
Blood Bowl - Legendary Edition,Binary Takeover,499
A Game of Thrones - Genesis,Cyanide Studios,999
